customer_id,region,acquisition_channel,plan_tier,tenure_months,num_orders_12m,days_since_last_order,avg_order_value,email_engagement_rate,app_logins_30d,support_tickets_12m,discount_rate,satisfaction_score,annual_margin,churned
KL106458,DE,Paid Search,Basic,26,3,163,42.85,0.452,3,2,0.113,3.2,48.85,0
KL106459,AT,Paid Search,Premium,8,4,266,54.8,0.394,0,1,0.044,4.2,83.3,1
KL106460,DE,Social,Plus,6,6,192,51.23,0.763,2,2,0.029,3.9,116.8,1
KL106461,AT,Paid Search,Plus,4,8,155,33.76,0.32,3,1,0.675,3.4,102.63,0
KL106462,AT,Social,Plus,38,4,168,50.62,0.681,3,1,0.238,4.2,76.94,0
KL106463,DE,Organic,Premium,4,5,67,74.47,0.659,3,1,0.195,3.1,141.49,0
KL106464,DE,Social,Basic,15,2,231,14.12,0.287,0,0,0.15,3.6,10.73,1
KL106465,CH,Social,Plus,8,3,174,41.11,0.812,4,0,0.453,4.8,46.87,0
KL106466,DE,Organic,Plus,3,3,188,55.68,0.483,1,2,0.409,3.2,63.48,0
KL106467,AT,Organic,Basic,32,2,201,28.82,0.585,3,0,0.072,4.0,21.9,1
KL106468,Other,Organic,Basic,20,4,158,35.22,0.607,5,0,0.455,4.2,53.53,0
KL106469,CH,Referral,Plus,45,7,182,44.09,0.866,3,0,0.017,4.6,117.28,0
KL106470,DE,Organic,Basic,18,3,167,35.11,0.295,1,1,0.425,4.1,40.03,0
KL106471,DE,Organic,Basic,46,2,148,38.13,0.804,6,0,0.101,4.8,28.98,0
KL106472,Other,Organic,Basic,11,2,206,26.53,0.719,1,1,0.581,3.8,20.16,1
KL106473,DE,Organic,Basic,6,2,184,28.04,0.393,1,0,0.593,4.5,21.31,1
KL106474,DE,Paid Search,Plus,8,3,127,39.5,0.247,1,0,0.404,3.8,45.03,0
KL106475,DE,Social,Basic,7,3,153,18.1,0.152,0,0,0.175,5.0,20.63,1
KL106476,CH,Paid Search,Plus,53,5,186,47.62,0.435,1,0,0.208,3.8,90.48,0
KL106477,DE,Social,Basic,18,1,217,28.65,0.465,4,1,0.265,3.7,10.89,0
KL106478,DE,Organic,Basic,17,4,237,38.08,0.624,6,0,0.518,3.7,57.88,0
KL106479,DE,Paid Search,Basic,29,5,221,43.57,0.243,0,0,0.079,3.3,82.78,0
KL106480,AT,Social,Premium,4,6,187,60.7,0.742,2,1,0.454,4.1,138.4,0
KL106481,DE,Social,Basic,8,5,155,24.7,0.35,1,0,0.663,4.9,46.93,0
KL106482,CH,Social,Plus,3,6,153,37.05,0.157,0,0,0.291,5.0,84.47,0
KL106483,AT,Organic,Plus,9,3,211,53.6,0.347,3,0,0.072,4.9,61.1,0
KL106484,Other,Paid Search,Plus,2,2,239,31.01,0.72,0,2,0.394,3.5,23.57,0
KL106485,CH,Social,Basic,62,6,191,30.75,0.238,0,1,0.366,4.1,70.11,0
KL106486,DE,Organic,Basic,18,4,172,16.12,,3,1,0.59,4.1,24.5,0
KL106487,AT,Social,Plus,29,6,179,53.78,0.472,1,0,0.369,4.7,122.62,0
KL106488,DE,Organic,Plus,72,6,163,47.83,0.451,1,4,0.246,3.2,109.05,0
KL106489,Other,Organic,Plus,7,1,138,36.95,0.651,4,0,0.043,4.3,14.04,0
KL106490,DE,Social,Plus,7,5,173,56.41,0.774,3,0,0.301,5.0,107.18,0
KL106491,AT,Social,Basic,13,1,198,21.62,0.413,3,0,0.301,4.2,8.22,1
KL106492,CH,Referral,Plus,16,5,208,42.98,0.937,2,1,0.193,4.4,81.66,0
KL106493,DE,Referral,Plus,9,2,165,24.38,0.216,2,0,0.746,4.8,18.53,1
KL106494,CH,Organic,Premium,7,6,137,70.02,0.392,1,1,0.454,3.2,159.65,1
KL106495,DE,Social,Plus,2,4,225,39.16,0.413,3,1,0.483,4.1,59.52,1
KL106496,DE,Referral,Basic,16,5,148,26.21,0.565,2,0,0.29,3.6,49.8,0
KL106497,DE,Organic,Plus,43,5,156,34.29,0.688,4,0,0.162,,65.15,0
KL106498,DE,Paid Search,Plus,4,2,221,33.18,0.045,0,4,0.135,3.2,25.22,1
KL106499,DE,Referral,Basic,32,4,213,23.62,0.25,2,0,0.128,4.2,35.9,0
KL106500,CH,Organic,Plus,21,3,245,52.31,0.535,2,1,0.442,4.5,59.63,1
KL106501,DE,Referral,Basic,1,6,160,31.27,0.474,3,0,0.457,4.2,71.3,0
KL106502,DE,Paid Search,Basic,20,5,170,21.05,0.149,0,2,0.52,4.2,39.99,1
KL106503,CH,Referral,Plus,72,4,182,24.21,0.344,2,3,0.463,3.9,36.8,0
KL106504,CH,Paid Search,Basic,36,8,135,43.69,0.474,1,2,0.199,3.3,132.82,0
KL106505,DE,Social,Plus,5,3,211,22.21,0.167,1,2,0.376,3.2,25.32,1
KL106506,Other,Social,Basic,18,4,176,37.05,0.563,2,0,0.295,3.6,56.32,1
KL106507,DE,Organic,Plus,11,7,121,45.96,0.146,1,0,0.119,4.0,122.25,0
KL106508,DE,Paid Search,Plus,2,1,150,40.41,0.451,1,0,0.692,4.7,15.36,0
KL106509,DE,Referral,Plus,13,4,184,37.41,0.762,4,2,0.228,3.7,56.86,0
KL106510,CH,Referral,Basic,28,2,226,34.13,0.367,2,0,0.303,4.7,25.94,1
KL106511,DE,Referral,Premium,33,2,180,73.75,0.863,4,0,0.255,5.0,56.05,0
KL106512,DE,Social,Basic,8,2,158,36.82,0.722,3,0,0.335,4.8,27.98,0
KL106513,AT,Paid Search,Plus,5,5,234,50.92,0.073,0,2,0.187,3.5,96.75,0
KL106514,DE,Paid Search,Basic,5,2,192,15.92,0.773,2,0,0.342,4.4,12.1,0
KL106515,DE,Paid Search,Basic,57,6,203,22.55,0.165,1,1,0.211,4.2,51.41,0
KL106516,AT,Paid Search,Plus,26,4,225,36.94,0.676,1,0,0.444,3.5,56.15,0
KL106517,AT,Organic,Basic,45,4,241,28.47,0.609,4,1,0.4,4.6,43.27,0
KL106518,DE,Organic,Basic,6,3,194,30.28,0.481,1,2,0.07,3.2,34.52,1
KL106519,DE,Paid Search,Basic,11,0,170,36.57,0.185,3,0,0.707,4.9,13.9,1
KL106520,Other,Organic,Basic,3,3,129,27.79,0.623,2,0,0.438,,31.68,0
KL106521,DE,Organic,Premium,2,2,195,71.26,0.529,2,0,0.299,4.3,54.16,1
KL106522,DE,Organic,Plus,29,1,271,39.18,,2,2,0.447,,14.89,1
KL106523,DE,Social,Basic,1,2,207,44.47,0.149,0,3,0.579,2.5,33.8,1
KL106524,DE,Referral,Plus,5,3,244,36.92,0.24,1,0,0.403,5.0,42.09,0
KL106525,Other,Paid Search,Plus,3,2,170,36.78,0.162,0,1,0.177,4.2,27.95,0
KL106526,DE,Referral,Plus,11,9,199,44.15,0.485,3,1,0.614,4.9,150.99,0
KL106527,DE,Referral,Plus,20,4,212,51.28,0.5,1,1,0.06,3.4,77.95,0
KL106528,DE,Organic,Basic,58,6,177,21.83,0.308,1,1,0.435,3.9,49.77,1
KL106529,DE,Organic,Basic,5,1,245,25.67,0.42,1,0,0.283,4.1,9.75,1
KL106530,DE,Organic,Plus,16,4,168,39.13,0.309,0,0,0.547,3.9,59.48,0
KL106531,Other,Organic,Plus,6,7,180,33.79,0.077,1,1,0.585,4.8,89.88,0
KL106532,AT,Paid Search,Plus,26,5,150,37.62,0.554,3,2,0.103,3.4,71.48,0
KL106533,DE,Organic,Basic,5,1,191,22.55,0.297,2,2,0.414,3.7,8.57,1
KL106534,DE,Referral,Plus,1,1,180,52.67,0.199,1,0,0.206,4.4,20.01,1
KL106535,DE,Paid Search,Basic,5,2,173,29.35,,1,1,0.354,4.0,22.31,0
KL106536,DE,Paid Search,Plus,8,1,151,38.01,0.47,1,0,0.15,3.9,14.44,0
KL106537,DE,Referral,Basic,3,0,300,42.99,0.168,0,0,0.439,3.9,16.34,1
KL106538,DE,Referral,Plus,7,1,170,56.56,0.238,1,0,0.566,4.5,21.49,0
KL106539,AT,Social,Premium,46,5,216,78.82,0.504,2,1,0.173,,149.76,0
KL106540,CH,Social,Basic,9,2,145,24.45,0.117,1,1,0.338,3.9,18.58,0
KL106541,DE,Referral,Plus,15,6,152,50.3,0.456,3,0,0.178,2.8,114.68,0
KL106542,Other,Paid Search,Plus,9,3,183,59.19,0.443,2,0,0.182,5.0,67.48,0
KL106543,DE,Referral,Basic,2,4,238,24.89,0.421,0,0,0.599,4.6,37.83,0
KL106544,DE,Organic,Basic,12,0,232,26.31,0.336,3,1,0.576,4.1,10.0,1
KL106545,CH,Paid Search,Plus,9,2,166,38.54,0.466,1,0,0.495,4.3,29.29,0
KL106546,DE,Paid Search,Basic,72,8,147,29.78,0.862,2,1,0.013,4.2,90.53,0
KL106547,DE,Organic,Basic,25,3,238,42.62,0.15,1,0,0.091,4.4,48.59,0
KL106548,AT,Organic,Premium,4,6,209,65.55,0.211,0,0,0.582,4.9,149.45,0
KL106549,DE,Organic,Plus,3,1,189,37.53,0.367,1,1,0.358,4.2,14.26,0
KL106550,CH,Organic,Plus,6,4,137,41.24,0.467,2,1,0.322,4.0,62.68,1
KL106551,DE,Organic,Plus,19,4,166,51.48,0.646,2,1,0.572,4.5,78.25,0
KL106552,CH,Paid Search,Plus,3,2,228,19.38,0.221,1,1,0.328,3.7,14.73,1
KL106553,DE,Social,Plus,9,4,127,45.11,0.233,0,1,0.459,4.4,68.57,0
KL106554,DE,Paid Search,Basic,8,2,198,26.2,0.745,1,0,0.438,4.4,19.91,1
KL106555,DE,Social,Basic,9,5,137,22.81,0.535,0,0,0.094,4.2,43.34,1
KL106556,CH,Organic,Plus,5,3,179,27.95,0.284,1,0,0.119,3.9,31.86,0
KL106557,DE,Social,Premium,5,4,206,69.94,0.293,0,0,0.382,4.3,106.31,1
KL106558,CH,Organic,Basic,11,5,178,25.65,0.737,6,1,0.093,4.2,48.74,0
KL106559,DE,Organic,Premium,1,4,212,68.66,0.207,0,0,0.738,3.9,104.36,1
KL106560,DE,Paid Search,Plus,23,7,207,32.97,0.603,3,1,0.308,4.1,87.7,0
KL106561,DE,Referral,Basic,5,3,327,12.8,0.628,1,1,0.539,4.4,14.59,1
KL106562,DE,Referral,Basic,8,2,236,18.22,0.273,0,1,0.118,3.2,13.85,1
KL106563,Other,Social,Basic,17,1,233,26.21,0.775,2,0,0.067,4.9,9.96,0
KL106564,DE,Social,Plus,4,1,189,27.47,0.248,0,1,0.477,3.4,10.44,1
KL106565,AT,Paid Search,Basic,18,3,227,29.16,0.683,2,1,0.584,4.1,33.24,1
KL106566,DE,Social,Basic,4,0,275,41.33,0.54,1,2,0.278,3.8,15.71,1
KL106567,DE,Organic,Basic,59,9,124,8.05,0.065,1,0,0.361,4.5,27.53,0
KL106568,DE,Organic,Premium,16,7,144,59.31,0.242,2,1,0.429,4.5,157.76,0
KL106569,CH,Referral,Basic,23,1,189,26.61,0.675,2,0,0.287,4.2,10.11,1
KL106570,AT,Referral,Basic,21,2,158,26.45,0.549,7,1,0.293,4.1,20.1,0
KL106571,DE,Organic,Basic,15,8,155,38.48,0.149,0,0,0.385,4.8,116.98,0
KL106572,AT,Organic,Basic,31,7,117,24.58,0.4,2,1,0.091,3.2,65.38,0
KL106573,DE,Organic,Basic,1,5,177,25.65,,3,0,0.172,4.7,48.74,0
KL106574,DE,Paid Search,Plus,19,8,167,39.06,0.233,2,0,0.193,4.3,118.74,0
KL106575,AT,Organic,Plus,39,6,182,45.85,0.631,3,0,0.201,4.5,104.54,0
KL106576,DE,Social,Basic,41,3,179,41.16,0.563,8,0,0.35,4.4,46.92,1
KL106577,AT,Organic,Plus,19,7,110,42.02,0.665,3,0,0.132,3.4,111.77,0
KL106578,Other,Organic,Basic,8,2,247,40.25,0.37,0,2,0.263,3.8,30.59,1
KL106579,Other,Organic,Plus,10,5,118,42.76,0.705,1,1,0.372,4.2,81.24,0
KL106580,CH,Social,Basic,9,3,200,17.89,0.69,4,3,0.471,,20.39,0
KL106581,DE,Organic,Premium,30,1,264,73.91,0.372,1,1,0.394,4.4,28.09,1
KL106582,AT,Paid Search,Premium,3,4,191,64.82,0.037,0,1,0.235,4.2,98.53,1
KL106583,DE,Social,Plus,28,4,233,53.44,0.611,3,1,0.246,4.8,81.23,0
KL106584,DE,Social,Basic,8,2,222,34.6,0.37,2,0,0.378,,26.3,0
KL106585,DE,Organic,Plus,15,3,147,49.46,0.573,2,0,0.253,4.9,56.38,0
KL106586,DE,Social,Plus,8,2,250,35.9,0.592,2,4,0.38,3.0,27.28,1
KL106587,Other,Organic,Plus,24,7,143,34.31,0.498,3,1,0.299,4.6,91.26,0
KL106588,CH,Social,Basic,40,4,173,27.68,0.42,3,2,0.133,3.3,42.07,0
KL106589,DE,Paid Search,Basic,14,6,196,17.14,0.712,2,0,0.078,4.3,39.08,0
KL106590,DE,Referral,Basic,32,0,187,19.35,0.219,1,0,0.076,4.9,7.35,0
KL106591,AT,Referral,Basic,8,3,229,21.99,0.775,5,0,0.56,4.5,25.07,0
KL106592,DE,Social,Basic,11,3,211,18.19,0.8,6,0,0.585,5.0,20.74,0
KL106593,CH,Referral,Plus,12,9,206,41.13,0.386,3,2,0.072,4.1,140.66,0
KL106594,Other,Organic,Basic,10,3,236,28.17,0.357,1,3,0.403,4.1,32.11,1
KL106595,DE,Social,Basic,23,4,181,23.79,0.221,1,0,0.21,4.4,36.16,0
KL106596,DE,Organic,Basic,24,5,165,18.01,0.235,0,0,0.29,4.3,34.22,0
KL106597,DE,Organic,Premium,16,6,146,58.35,0.127,1,2,0.18,4.2,133.04,0
KL106598,DE,Paid Search,Plus,44,4,179,43.82,0.515,2,0,0.076,5.0,66.61,0
KL106599,DE,Social,Plus,32,6,140,40.01,0.252,0,0,0.347,4.2,91.22,0
KL106600,DE,Social,Plus,3,4,177,42.8,0.166,1,1,0.31,3.4,65.06,0
KL106601,DE,Social,Plus,28,5,136,34.83,0.237,0,1,0.392,4.3,66.18,0
KL106602,DE,Paid Search,Basic,11,4,154,31.33,0.609,2,0,0.143,5.0,47.62,0
KL106603,DE,Referral,Plus,37,5,228,48.23,0.106,1,0,0.259,3.8,91.64,1
KL106604,AT,Referral,Basic,1,4,141,17.53,0.137,1,0,0.224,4.1,26.65,0
KL106605,DE,Social,Plus,5,2,154,38.33,0.747,2,0,0.595,4.5,29.13,0
KL106606,CH,Organic,Basic,20,0,195,14.73,0.657,2,1,0.537,3.4,5.6,0
KL106607,DE,Paid Search,Premium,16,5,228,71.56,0.738,3,0,0.116,4.5,135.96,0
KL106608,DE,Social,Plus,22,4,155,59.78,0.163,0,1,0.261,4.2,90.87,0
KL106609,DE,Referral,Basic,13,0,209,35.21,0.285,2,3,0.395,4.2,13.38,1
KL106610,AT,Organic,Plus,35,7,174,40.81,0.161,1,0,0.512,4.2,108.55,0
KL106611,DE,Organic,Basic,3,4,206,29.25,0.488,1,1,0.447,2.9,44.46,0
KL106612,DE,Paid Search,Basic,45,3,192,32.56,0.602,3,0,0.181,5.0,37.12,0
KL106613,DE,Organic,Premium,49,4,202,54.88,0.267,0,1,0.36,,83.42,0
KL106614,Other,Social,Plus,11,9,182,42.43,0.313,1,1,0.681,,145.11,0
KL106615,DE,Organic,Plus,6,1,167,41.8,0.272,1,2,0.169,3.7,15.88,0
KL106616,DE,Paid Search,Basic,72,11,108,26.19,0.218,1,1,0.252,4.6,109.47,0
KL106617,CH,Social,Basic,16,2,175,24.58,0.562,3,3,0.497,3.8,18.68,1
KL106618,DE,Paid Search,Basic,40,5,167,28.69,0.119,0,0,0.136,4.2,54.51,0
KL106619,DE,Organic,Plus,3,4,231,33.93,0.107,1,0,0.274,4.8,51.57,1
KL106620,CH,Paid Search,Plus,2,4,222,35.95,0.849,3,2,0.263,3.2,54.64,0
KL106621,DE,Paid Search,Basic,3,2,201,30.19,0.608,2,3,0.077,1.5,22.94,1
KL106622,DE,Referral,Basic,60,4,216,27.63,0.47,1,1,0.607,4.3,42.0,1
KL106623,DE,Social,Basic,41,5,254,28.1,0.49,5,0,0.154,3.9,53.39,0
KL106624,DE,Referral,Basic,37,3,152,35.74,0.444,1,3,0.271,2.2,40.74,0
KL106625,CH,Organic,Basic,21,8,133,27.15,0.368,1,1,0.445,4.6,82.54,1
KL106626,AT,Social,Basic,9,4,179,26.29,0.114,0,1,0.203,3.7,39.96,0
KL106627,DE,Paid Search,Basic,19,4,201,33.2,0.548,1,2,0.024,4.3,50.46,0
KL106628,DE,Social,Basic,14,5,198,42.12,0.745,2,3,0.161,3.1,80.03,1
KL106629,AT,Paid Search,Basic,37,3,159,24.23,0.351,6,0,0.703,4.5,27.62,0
KL106630,AT,Organic,Plus,6,4,194,45.62,0.75,1,0,0.248,3.7,69.34,0
KL106631,DE,Organic,Plus,9,8,186,39.92,0.459,2,0,0.091,4.0,121.36,0
KL106632,CH,Social,Basic,7,3,153,20.4,0.559,2,1,0.278,3.9,23.26,0
KL106633,DE,Social,Basic,8,2,209,27.79,0.147,0,1,0.466,3.0,21.12,1
KL106634,CH,Organic,Plus,1,3,175,46.86,0.486,2,1,0.208,4.9,53.42,0
KL106635,DE,Social,Basic,7,1,161,21.31,0.576,3,3,0.192,2.7,8.1,0
KL106636,DE,Social,Basic,11,6,206,36.92,0.197,2,2,0.623,3.3,84.18,1
KL106637,AT,Paid Search,Basic,36,2,220,24.86,0.5,3,0,0.298,5.0,18.89,0
KL106638,CH,Organic,Basic,18,1,181,24.44,0.676,4,0,0.765,4.6,9.29,0
KL106639,DE,Referral,Plus,9,10,172,47.99,0.526,2,0,0.311,4.9,182.36,0
KL106640,DE,Social,Plus,33,6,246,44.14,0.368,0,2,0.596,4.3,100.64,0
KL106641,CH,Social,Basic,14,4,192,22.13,0.239,3,1,0.125,4.5,33.64,0
KL106642,DE,Social,Basic,15,7,116,17.53,0.584,2,2,0.283,3.9,46.63,0
KL106643,DE,Social,Premium,25,5,169,78.71,0.074,0,0,0.081,4.2,149.55,0
KL106644,AT,Organic,Plus,13,2,136,43.4,0.743,3,2,0.39,3.4,32.98,0
KL106645,DE,Referral,Premium,15,9,144,79.98,0.847,2,1,0.493,5.0,273.53,0
KL106646,DE,Organic,Plus,10,6,159,38.07,0.297,3,2,0.668,4.0,86.8,1
KL106647,DE,Social,Basic,11,5,207,30.66,0.116,1,0,0.079,4.7,58.25,0
KL106648,CH,Referral,Basic,8,2,183,18.14,0.753,8,0,0.252,4.4,13.79,0
KL106649,DE,Social,Basic,9,1,243,19.95,0.51,4,1,0.307,4.6,7.58,1
KL106650,AT,Paid Search,Plus,9,1,184,38.55,0.236,1,1,0.312,4.7,14.65,1
KL106651,Other,Organic,Basic,18,2,200,41.31,0.296,1,1,0.205,3.7,31.4,0
KL106652,AT,Paid Search,Plus,17,4,139,43.86,0.31,0,0,0.539,5.0,66.67,0
KL106653,DE,Paid Search,Plus,8,7,127,50.7,,4,2,0.051,4.4,134.86,0
KL106654,DE,Organic,Plus,26,1,239,58.23,0.556,1,1,0.316,2.9,22.13,1
KL106655,DE,Organic,Plus,26,0,257,49.61,0.046,1,0,0.167,4.9,18.85,1
KL106656,DE,Referral,Basic,10,1,189,35.27,0.614,2,2,0.307,4.4,13.4,1
KL106657,Other,Organic,Basic,10,1,230,29.06,0.606,2,0,0.378,4.0,11.04,1
KL106658,CH,Paid Search,Plus,16,6,199,53.59,0.478,2,1,0.341,4.8,122.19,0
KL106659,DE,Organic,Plus,43,7,127,44.92,0.663,0,0,0.509,4.0,119.49,0
KL106660,DE,Social,Plus,18,5,196,51.11,0.415,4,1,0.398,3.8,97.11,1
KL106661,CH,Paid Search,Plus,1,5,180,39.43,0.477,5,2,0.438,,74.92,0
KL106662,DE,Social,Plus,10,4,200,47.56,0.316,2,2,0.184,3.7,72.29,1
KL106663,CH,Paid Search,Basic,36,3,192,31.43,0.917,4,2,0.459,3.8,35.83,0
KL106664,DE,Organic,Basic,16,3,121,25.43,0.363,1,0,0.356,4.2,28.99,0
KL106665,AT,Paid Search,Premium,10,7,170,53.75,0.162,2,2,0.343,3.0,142.98,0
KL106666,CH,Organic,Plus,2,4,182,44.59,,0,0,0.163,4.4,67.78,0
KL106667,DE,Social,Plus,1,4,176,45.63,0.472,2,1,0.468,4.5,69.36,0
KL106668,DE,Organic,Basic,20,1,155,20.01,0.507,1,0,0.355,3.8,7.6,0
KL106669,CH,Organic,Plus,14,3,231,43.19,0.791,1,1,0.491,4.0,49.24,0
KL106670,DE,Paid Search,Basic,9,3,197,30.39,0.229,1,0,0.168,4.4,34.64,0
KL106671,DE,Organic,Basic,14,5,109,36.9,0.855,2,1,0.449,3.7,70.11,0
KL106672,DE,Paid Search,Basic,7,1,260,30.49,0.288,1,1,0.361,4.2,11.59,1
KL106673,DE,Paid Search,Plus,9,5,195,47.63,0.514,2,1,0.64,4.3,90.5,1
KL106674,AT,Referral,Basic,26,4,220,26.84,0.561,3,1,0.484,3.6,40.8,0
KL106675,DE,Organic,Basic,44,4,178,25.53,0.66,1,1,0.412,4.1,38.81,0
KL106676,DE,Paid Search,Basic,16,6,172,26.92,0.589,3,0,0.172,4.7,61.38,0
KL106677,CH,Social,Basic,72,6,209,24.41,0.264,2,3,0.776,4.0,55.65,1
KL106678,DE,Organic,Plus,43,4,203,40.1,0.569,3,1,0.092,3.1,60.95,1
KL106679,DE,Paid Search,Plus,1,2,199,46.16,0.593,1,1,0.286,4.5,35.08,0
KL106680,AT,Social,Plus,4,2,182,46.37,0.469,2,2,0.139,4.3,35.24,0
KL106681,CH,Social,Basic,12,2,114,31.57,0.429,0,1,0.193,3.9,23.99,0
KL106682,DE,Referral,Basic,18,0,252,30.49,0.278,0,1,0.348,4.3,11.59,1
KL106683,CH,Social,Basic,23,2,237,38.59,,0,0,0.318,4.0,29.33,1
KL106684,DE,Paid Search,Plus,15,5,206,52.52,0.702,4,1,0.437,4.2,99.79,0
KL106685,DE,Referral,Premium,13,4,228,66.24,0.749,4,0,0.313,4.9,100.68,0
KL106686,Other,Organic,Basic,4,2,172,40.46,0.463,1,0,0.673,5.0,30.75,1
KL106687,CH,Paid Search,Premium,2,1,200,76.38,0.086,0,0,0.365,5.0,29.02,1
KL106688,DE,Social,Basic,7,3,179,29.23,0.503,2,0,0.281,4.5,33.32,0
KL106689,DE,Social,Plus,18,6,104,37.11,0.503,1,2,0.158,4.1,84.61,0
KL106690,DE,Referral,Plus,4,4,167,39.14,0.211,0,0,0.162,3.5,59.49,0
KL106691,DE,Organic,Plus,8,3,202,42.7,0.185,3,0,0.241,4.4,48.68,1
KL106692,CH,Social,Plus,44,6,209,39.53,0.364,3,2,0.344,4.2,90.13,0
KL106693,CH,Organic,Basic,12,0,238,20.18,0.235,2,1,0.443,,7.67,1
KL106694,DE,Social,Plus,5,6,150,33.74,0.052,0,0,0.333,,76.93,0
KL106695,DE,Social,Basic,8,3,229,24.62,0.094,0,0,0.09,3.8,28.07,1
KL106696,DE,Organic,Plus,29,3,207,37.34,0.561,3,1,0.254,3.9,42.57,0
KL106697,DE,Social,Basic,31,4,131,12.85,0.079,1,0,0.388,3.8,19.53,0
KL106698,AT,Paid Search,Basic,10,1,219,34.73,0.622,2,0,0.376,5.0,13.2,0
KL106699,DE,Paid Search,Premium,8,6,201,73.3,0.191,0,1,0.592,3.0,167.12,0
KL106700,DE,Referral,Basic,24,4,208,32.76,0.632,1,0,0.402,4.0,49.8,0
KL106701,AT,Social,Basic,16,5,140,11.17,0.269,0,0,0.508,4.7,21.22,0
KL106702,Other,Paid Search,Basic,31,5,148,26.48,0.461,0,1,0.032,3.5,50.31,0
KL106703,DE,Organic,Plus,20,3,270,45.63,0.528,0,0,0.429,5.0,52.02,0
KL106704,DE,Organic,Plus,10,1,182,51.97,0.141,0,2,0.291,3.7,19.75,1
KL106705,DE,Organic,Premium,50,7,167,82.39,0.399,1,0,0.061,4.8,219.16,0
KL106706,DE,Organic,Plus,4,5,93,42.1,0.414,1,0,0.561,3.8,79.99,0
KL106707,DE,Paid Search,Basic,4,5,227,29.25,0.452,0,0,0.172,4.8,55.58,0
KL106708,DE,Paid Search,Basic,18,1,241,31.9,,0,1,0.322,4.4,12.12,1
KL106709,DE,Social,Basic,4,4,250,23.31,0.38,2,0,0.147,4.8,35.43,0
KL106710,DE,Organic,Plus,27,7,128,35.87,0.598,3,0,0.246,4.5,95.41,0
KL106711,CH,Paid Search,Premium,42,6,216,72.08,0.488,2,0,0.288,4.4,164.34,0
KL106712,DE,Referral,Basic,8,3,161,33.44,0.378,2,1,0.357,3.9,38.12,0
KL106713,AT,Organic,Basic,9,7,220,26.39,0.308,1,0,0.106,4.1,70.2,0
KL106714,AT,Social,Plus,5,5,97,29.46,0.196,0,2,0.241,4.2,55.97,0
KL106715,CH,Organic,Plus,4,6,210,24.9,0.429,0,0,0.17,4.6,56.77,0
KL106716,AT,Paid Search,Plus,16,2,207,41.42,0.399,3,0,0.3,,31.48,0
KL106717,CH,Social,Basic,2,2,229,27.69,0.809,4,0,0.284,3.9,21.04,0
KL106718,AT,Organic,Basic,59,7,185,26.04,0.154,1,3,0.073,4.0,69.27,0
KL106719,DE,Organic,Basic,10,1,229,35.2,0.356,2,3,0.575,3.8,13.38,1
KL106720,DE,Social,Basic,25,2,290,29.73,0.314,0,0,0.146,,22.59,1
KL106721,DE,Organic,Plus,8,4,254,26.19,0.477,2,0,0.44,4.0,39.81,0
KL106722,DE,Social,Basic,34,4,210,43.99,0.147,1,0,0.117,5.0,66.86,0
KL106723,DE,Paid Search,Basic,58,5,189,8.0,0.776,2,1,0.265,4.0,15.2,0
KL106724,DE,Organic,Premium,22,5,234,60.61,,1,3,0.069,3.5,115.16,1
KL106725,DE,Social,Plus,6,5,236,34.0,0.309,0,1,0.262,4.1,64.6,1
KL106726,DE,Paid Search,Basic,42,4,194,31.89,0.338,4,1,0.331,3.6,48.47,0
KL106727,DE,Organic,Premium,15,3,200,54.72,0.151,1,0,0.56,4.6,62.38,1
KL106728,AT,Referral,Basic,8,4,156,33.29,0.549,3,0,0.431,4.1,50.6,0
KL106729,DE,Paid Search,Plus,26,2,217,39.5,0.575,5,1,0.251,3.6,30.02,0
KL106730,CH,Social,Basic,5,3,206,33.77,0.947,6,1,0.242,4.9,38.5,0
KL106731,DE,Organic,Premium,1,3,232,45.85,0.37,1,1,0.328,3.4,52.27,0
KL106732,CH,Organic,Basic,17,6,237,26.41,0.689,2,0,0.345,3.7,60.21,0
KL106733,CH,Social,Basic,58,5,225,33.59,0.695,2,1,0.294,3.3,63.82,0
KL106734,DE,Social,Premium,10,5,219,55.93,0.765,1,0,0.517,5.0,106.27,1
KL106735,Other,Organic,Plus,17,1,206,44.48,0.599,3,0,0.166,4.0,16.9,0
KL106736,DE,Social,Basic,15,4,176,30.22,0.052,0,1,0.091,4.6,45.93,1
KL106737,DE,Paid Search,Basic,2,2,232,30.0,0.744,3,1,0.413,4.2,22.8,0
KL106738,CH,Paid Search,Basic,10,2,226,25.11,0.312,3,0,0.326,4.7,19.08,1
KL106739,DE,Social,Basic,13,1,239,33.83,0.198,1,0,0.5,4.5,12.86,1
KL106740,DE,Paid Search,Plus,31,5,148,44.79,0.356,3,0,0.166,3.7,85.1,0
KL106741,DE,Paid Search,Basic,17,3,163,30.32,0.504,2,1,0.314,4.0,34.56,0
KL106742,DE,Social,Premium,18,7,148,60.37,0.379,3,0,0.126,4.4,160.58,0
KL106743,DE,Paid Search,Plus,26,5,207,34.12,0.247,1,1,0.468,4.6,64.83,1
KL106744,DE,Referral,Premium,20,6,174,68.83,0.595,4,0,0.362,4.0,156.93,0
KL106745,DE,Social,Plus,3,2,259,36.35,0.332,0,2,0.145,4.2,27.63,1
KL106746,DE,Paid Search,Basic,14,5,146,39.54,0.634,2,1,0.475,4.3,75.13,0
